Partner Data Point File	- compression			
Start of Test Mon 10 Sep 2018 15:31:06				
Time ( min )	Stress ( psi )	Position ( in )	Load ( lbf )	Zone
2.19	0.0452	3935	Speed 1
2.19167	0.0452	3937.9	Speed 1
2.19333	0.0452	3940.8	Speed 1
2.195	0.0452	3944.1	Speed 1
2.19667	0.0452	3947	Speed 1
2.19833	0.0455	3950	Speed 1
2.2	0.0455	3953	Speed 1
2.20167	0.0455	3956	Speed 1
2.20333	0.0455	3959	Speed 1
2.205	0.0455	3961.9	Speed 1
2.20667	0.0455	3964.9	Speed 1
2.20833	0.0455	3968	Speed 1
2.21	0.0455	3971.3	Speed 1
2.21167	0.0455	3974.2	Speed 1
2.21333	0.0455	3977.2	Speed 1
2.215	0.0457	3980.3	Speed 1
2.21667	0.0457	3983.4	Speed 1
2.21833	0.0457	3986.2	Speed 1
2.22	0.0457	3989.1	Speed 1
2.22167	0.0457	3992	Speed 1
2.22333	0.0457	3994.9	Speed 1
2.225	0.0457	3998	Speed 1
2.22667	0.0457	4001	Speed 1
2.22833	0.0457	4004	Speed 1
2.23	0.0457	4007.2	Speed 1
2.23167	0.0457	4010.1	Speed 1
2.23333	0.0457	4013.1	Speed 1
2.235	0.046	4015.8	Speed 1
2.23667	0.046	4019	Speed 1
2.23833	0.046	4021.8	Speed 1
2.24	0.046	4024.9	Speed 1
2.24167	0.046	4027.9	Speed 1
2.24333	0.046	4031.1	Speed 1
2.245	0.046	4034.2	Speed 1
2.24667	0.046	4037	Speed 1
2.24833	0.046	4040.1	Speed 1
2.25	0.046	4043.2	Speed 1
2.25167	0.0463	4046.2	Speed 1
2.25333	0.0463	4049	Speed 1
2.255	0.0463	4052	Speed 1
2.25667	0.0463	4055.2	Speed 1
2.25833	0.0463	4057.8	Speed 1
2.26	0.0463	4060.9	Speed 1
2.26167	0.0463	4063.9	Speed 1
2.26333	0.0463	4066.8	Speed 1
2.265	0.0463	4069.9	Speed 1
2.26667	0.0463	4073	Speed 1
2.26833	0.0463	4076	Speed 1
2.27	0.0465	4078.9	Speed 1
2.27167	0.0465	4082.1	Speed 1
2.27333	0.0465	4084.9	Speed 1
2.275	0.0465	4088.1	Speed 1
2.27667	0.0465	4091.1	Speed 1
2.27833	0.0465	4094	Speed 1
2.28	0.0465	4096.8	Speed 1
2.28167	0.0465	4099.9	Speed 1
2.28333	0.0465	4102.9	Speed 1
2.285	0.0465	4106	Speed 1
2.28667	0.0465	4109	Speed 1
2.28833	0.0468	4112	Speed 1
2.29	0.0468	4114.9	Speed 1
2.29167	0.0468	4118.1	Speed 1
2.29333	0.0468	4121	Speed 1
2.295	0.0468	4123.9	Speed 1
2.29667	0.0468	4127	Speed 1
2.29833	0.0468	4129.9	Speed 1
2.3	0.0468	4133.2	Speed 1
2.30167	0.0468	4136.2	Speed 1
2.30333	0.0468	4139.2	Speed 1
2.305	0.0468	4142.1	Speed 1
2.30667	0.0468	4145.2	Speed 1
2.30833	0.047	4148.1	Speed 1
2.31	0.047	4151	Speed 1
2.31167	0.047	4154	Speed 1
2.31333	0.047	4157	Speed 1
2.315	0.047	4159.9	Speed 1
2.31667	0.047	4162.9	Speed 1
2.31833	0.047	4165.8	Speed 1
2.32	0.047	4169	Speed 1
2.32167	0.047	4172	Speed 1
2.32333	0.047	4174.9	Speed 1
2.325	0.0473	4178	Speed 1
2.32667	0.0473	4180.7	Speed 1
2.32833	0.0473	4183.8	Speed 1
2.33	0.0473	4186.9	Speed 1
2.33167	0.0473	4190	Speed 1
2.33333	0.0473	4193.1	Speed 1
2.335	0.0473	4196.1	Speed 1
2.33667	0.0473	4198.9	Speed 1
2.33833	0.0473	4202.1	Speed 1
2.34	0.0473	4205.2	Speed 1
2.34167	0.0473	4208.1	Speed 1
2.34333	0.0473	4211	Speed 1
2.345	0.0475	4213.8	Speed 1
2.34667	0.0475	4216.9	Speed 1
2.34833	0.0475	4220	Speed 1
2.35	0.0475	4222.9	Speed 1
2.35167	0.0475	4226.2	Speed 1
2.35333	0.0475	4229.2	Speed 1
2.355	0.0475	4232.2	Speed 1
2.35667	0.0475	4235.2	Speed 1
2.35833	0.0475	4238.2	Speed 1
2.36	0.0475	4241.5	Speed 1
2.36167	0.0475	4244.1	Speed 1
2.36333	0.0478	4247	Speed 1
2.365	0.0478	4250.1	Speed 1
2.36667	0.0478	4253	Speed 1
2.36833	0.0478	4256.1	Speed 1
2.37	0.0478	4259	Speed 1
2.37167	0.0478	4261.9	Speed 1
2.37333	0.0478	4264.9	Speed 1
2.375	0.0478	4267.9	Speed 1
2.37667	0.0478	4270.7	Speed 1
2.37833	0.0478	4274	Speed 1
2.38	0.0478	4276.9	Speed 1
2.38167	0.0478	4280	Speed 1
2.38333	0.048	4282.9	Speed 1
2.385	0.048	4285.9	Speed 1
2.38667	0.048	4288.9	Speed 1
2.38833	0.048	4291.9	Speed 1
2.39	0.048	4295	Speed 1
2.39167	0.048	4298	Speed 1
2.39333	0.048	4301.2	Speed 1
2.395	0.048	4304.1	Speed 1
2.39667	0.048	4306.9	Speed 1
2.39833	0.048	4309.9	Speed 1
2.4	0.048	4313	Speed 1
2.40167	0.0482	4315.9	Speed 1
2.40333	0.0482	4319.1	Speed 1
2.405	0.0482	4322	Speed 1
2.40667	0.0482	4325.1	Speed 1
2.40833	0.0482	4328	Speed 1
2.41	0.0482	4331	Speed 1
2.41167	0.0482	4334.1	Speed 1
2.41333	0.0482	4337	Speed 1
2.415	0.0482	4340.1	Speed 1
2.41667	0.0482	4343	Speed 1
2.41833	0.0482	4345.8	Speed 1
2.42	0.0485	4349.1	Speed 1
2.42167	0.0485	4352.3	Speed 1
2.42333	0.0485	4355.1	Speed 1
2.425	0.0485	4358.2	Speed 1
2.42667	0.0485	4361.2	Speed 1
2.42833	0.0485	4364.1	Speed 1
2.43	0.0485	4367.3	Speed 1
2.43167	0.0485	4370.1	Speed 1
2.43333	0.0485	4373	Speed 1
2.435	0.0485	4376	Speed 1
2.43667	0.0485	4378.9	Speed 1
2.43833	0.0488	4381.8	Speed 1
2.44	0.0488	4384.8	Speed 1
2.44167	0.0488	4388	Speed 1
2.44333	0.0488	4391.1	Speed 1
2.445	0.0488	4393.8	Speed 1
2.44667	0.0488	4397	Speed 1
2.44833	0.0488	4400.1	Speed 1
2.45	0.0488	4403.2	Speed 1
2.45167	0.0488	4406.1	Speed 1
2.45333	0.0488	4409.2	Speed 1
2.455	0.0488	4412	Speed 1
2.45667	0.0488	4414.9	Speed 1
2.45833	0.049	4417.7	Speed 1
2.46	0.049	4420.9	Speed 1
2.46167	0.049	4424.1	Speed 1
2.46333	0.049	4427.1	Speed 1
2.465	0.049	4430.1	Speed 1
2.46667	0.049	4433	Speed 1
2.46833	0.049	4436	Speed 1
2.47	0.049	4439	Speed 1
2.47167	0.049	4442.1	Speed 1
2.47333	0.049	4444.9	Speed 1
2.475	0.049	4447.8	Speed 1
2.47667	0.0493	4450.8	Speed 1
2.47833	0.0493	4454	Speed 1
2.48	0.0493	4457.2	Speed 1
2.48167	0.0493	4460.1	Speed 1
2.48333	0.0493	4462.9	Speed 1
2.485	0.0493	4465.9	Speed 1
2.48667	0.0493	4468.8	Speed 1
2.48833	0.0493	4471.9	Speed 1
2.49	0.0493	4474.9	Speed 1
2.49167	0.0493	4477.7	Speed 1
2.49333	0.0493	4480.9	Speed 1
2.495	0.0493	4484	Speed 1
2.49667	0.0493	4487.1	Speed 1
2.49833	0.0495	4490.1	Speed 1
2.5	0.0495	4493	Speed 1
2.50167	0.0495	4496.1	Speed 1
2.50333	0.0495	4499	Speed 1
2.505	0.0495	4502	Speed 1
2.50667	0.0495	4505	Speed 1
2.50833	0.0495	4508.2	Speed 1
2.51	0.0495	4511.3	Speed 1
2.51167	0.0495	4514.3	Speed 1
2.51333	0.0495	4517.2	Speed 1
2.515	0.0495	4520.2	Speed 1
2.51667	0.0498	4523.2	Speed 1
2.51833	0.0498	4526.2	Speed 1
2.52	0.0498	4529	Speed 1
2.52167	0.0498	4532.2	Speed 1
2.52333	0.0498	4535.4	Speed 1
2.525	0.0498	4538.1	Speed 1
2.52667	0.0498	4541	Speed 1
2.52833	0.0498	4544	Speed 1
2.53	0.0498	4547.1	Speed 1
2.53167	0.0498	4550	Speed 1
2.53333	0.0498	4553.3	Speed 1
2.535	0.0498	4556	Speed 1
2.53667	0.05	4559.1	Speed 1
2.53833	0.05	4562	Speed 1
2.54	0.05	4564.9	Speed 1
2.54167	0.05	4567.9	Speed 1
2.54333	0.05	4570.9	Speed 1
2.545	0.05	4574.1	Speed 1
2.54667	0.05	4577.2	Speed 1
2.54833	0.05	4580.2	Speed 1
2.55	0.05	4583	Speed 1
2.55167	0.05	4585.6	Speed 1
2.55333	0.05	4588.7	Speed 1
2.555	0.0502	4591.8	Speed 1
2.55667	0.0502	4594.9	Speed 1
2.55833	0.0502	4597.8	Speed 1
2.56	0.0502	4600.8	Speed 1
2.56167	0.0502	4603.8	Speed 1
2.56333	0.0502	4606.9	Speed 1
2.565	0.0502	4610.1	Speed 1
2.56667	0.0502	4613.3	Speed 1
2.56833	0.0502	4616.1	Speed 1
2.57	0.0502	4618.9	Speed 1
2.57167	0.0502	4621.9	Speed 1
2.57333	0.0502	4625.1	Speed 1
2.575	0.0505	4627.9	Speed 1
2.57667	0.0505	4630.8	Speed 1
2.57833	0.0505	4633.7	Speed 1
2.58	0.0505	4636.8	Speed 1
2.58167	0.0505	4639.8	Speed 1
2.58333	0.0505	4643.1	Speed 1
2.585	0.0505	4646.1	Speed 1
2.58667	0.0505	4649.1	Speed 1
2.58833	0.0505	4652.2	Speed 1
2.59	0.0505	4655.2	Speed 1
2.59167	0.0505	4658.1	Speed 1
2.59333	0.0507	4661	Speed 1
2.595	0.0507	4663.9	Speed 1
2.59667	0.0507	4667	Speed 1
2.59833	0.0507	4670	Speed 1
2.6	0.0507	4673	Speed 1
2.60167	0.0507	4676.2	Speed 1
2.60333	0.0507	4679	Speed 1
2.605	0.0507	4682	Speed 1
2.60667	0.0507	4684.7	Speed 1
2.60833	0.0507	4687.7	Speed 1
2.61	0.0507	4690.9	Speed 1
2.61167	0.0507	4694.1	Speed 1
2.61333	0.051	4697.1	Speed 1
2.615	0.051	4700.2	Speed 1
2.61667	0.051	4703.2	Speed 1
2.61833	0.051	4706.2	Speed 1
2.62	0.051	4709.1	Speed 1
2.62167	0.051	4712.2	Speed 1
2.62333	0.051	4715	Speed 1
2.625	0.051	4717.9	Speed 1
2.62667	0.051	4720.9	Speed 1
2.62833	0.051	4724	Speed 1
2.63	0.051	4727	Speed 1
2.63167	0.051	4730	Speed 1
2.63333	0.0512	4733.1	Speed 1
2.635	0.0512	4736	Speed 1
2.63667	0.0512	4738.9	Speed 1
2.63833	0.0512	4742.1	Speed 1
2.64	0.0512	4745	Speed 1
2.64167	0.0512	4747.9	Speed 1
2.64333	0.0512	4751	Speed 1
2.645	0.0512	4754.1	Speed 1
2.64667	0.0512	4757.1	Speed 1
2.64833	0.0512	4759.8	Speed 1
2.65	0.0512	4763	Speed 1
2.65167	0.0512	4766	Speed 1
2.65333	0.0512	4768.9	Speed 1
2.655	0.0515	4772	Speed 1
2.65667	0.0515	4774.7	Speed 1
2.65833	0.0515	4777.8	Speed 1
2.66	0.0515	4780.8	Speed 1
2.66167	0.0515	4783.9	Speed 1
2.66333	0.0515	4786.9	Speed 1
2.665	0.0515	4790.1	Speed 1
2.66667	0.0515	4793	Speed 1
2.66833	0.0515	4796	Speed 1
2.67	0.0515	4799.1	Speed 1
2.67167	0.0515	4802.2	Speed 1
2.67333	0.0518	4805.1	Speed 1
2.675	0.0518	4808	Speed 1
2.67667	0.0518	4810.9	Speed 1
2.67833	0.0518	4813.9	Speed 1
2.68	0.0518	4817.1	Speed 1
2.68167	0.0518	4820.2	Speed 1
2.68333	0.0518	4823.1	Speed 1
2.685	0.0518	4825.9	Speed 1
2.68667	0.0518	4829.1	Speed 1
2.68833	0.0518	4832	Speed 1
2.69	0.0518	4834.8	Speed 1
2.69167	0.0518	4837.6	Speed 1
2.69333	0.0518	4840.7	Speed 1
2.695	0.052	4843.7	Speed 1
2.69667	0.052	4846.9	Speed 1
2.69833	0.052	4849.8	Speed 1
2.7	0.052	4852.9	Speed 1
2.70167	0.052	4855.8	Speed 1
2.70333	0.052	4858.7	Speed 1
2.705	0.052	4861.7	Speed 1
2.70667	0.052	4865	Speed 1
2.70833	0.052	4868.2	Speed 1
2.71	0.052	4871.3	Speed 1
2.71167	0.052	4874.3	Speed 1
2.71333	0.0522	4877.4	Speed 1
2.715	0.0522	4880.4	Speed 1
2.71667	0.0522	4883.2	Speed 1
2.71833	0.0522	4886.3	Speed 1
2.72	0.0522	4889.3	Speed 1
2.72167	0.0522	4892.4	Speed 1
2.72333	0.0522	4895.3	Speed 1
2.725	0.0522	4898.1	Speed 1
2.72667	0.0522	4900.9	Speed 1
2.72833	0.0522	4904.1	Speed 1
2.73	0.0522	4906.9	Speed 1
2.73167	0.0522	4910	Speed 1
2.73333	0.0522	4913.2	Speed 1
2.735	0.0525	4916	Speed 1
2.73667	0.0525	4919.1	Speed 1
2.73833	0.0525	4922.1	Speed 1
2.74	0.0525	4925	Speed 1
2.74167	0.0525	4928	Speed 1
2.74333	0.0525	4931.1	Speed 1
2.745	0.0525	4934	Speed 1
2.74667	0.0525	4937.1	Speed 1
2.74833	0.0525	4940	Speed 1
2.75	0.0525	4942.9	Speed 1
2.75167	0.0525	4945.9	Speed 1
2.75333	0.0528	4948.7	Speed 1
2.755	0.0528	4951.9	Speed 1
2.75667	0.0528	4954.9	Speed 1
2.75833	0.0528	4957.9	Speed 1
2.76	0.0528	4960.8	Speed 1
2.76167	0.0528	4964	Speed 1
2.76333	0.0528	4966.9	Speed 1
2.765	0.0528	4970.1	Speed 1
2.76667	0.0528	4973.1	Speed 1
2.76833	0.0528	4976	Speed 1
2.77	0.0528	4978.9	Speed 1
2.77167	0.0528	4982	Speed 1
2.77333	0.0528	4985	Speed 1
2.775	0.053	4988.1	Speed 1
2.77667	0.053	4991	Speed 1
2.77833	0.053	4993.9	Speed 1
2.78	0.053	4996.9	Speed 1
2.78167	0.053	5000.1	Speed 1
2.78333	0.053	5003.1	Speed 1
2.785	0.053	5006.1	Speed 1
2.78667	0.053	5009.1	Speed 1
2.78833	0.053	5012.1	Speed 1
2.79	0.053	5015.1	Speed 1
2.79167	0.053	5018.1	Speed 1
2.79333	0.053	5021	Speed 1
2.795	0.0532	5024	Speed 1
2.79667	0.0532	5027	Speed 1
2.79833	0.0532	5030	Speed 1
2.8	0.0532	5032.7	Speed 1
2.80167	0.0532	5035.8	Speed 1
2.80333	0.0532	5039	Speed 1
2.805	0.0532	5041.8	Speed 1
2.80667	0.0532	5045	Speed 1
2.80833	0.0532	5048.2	Speed 1
2.81	0.0532	5051.2	Speed 1
2.81167	0.0532	5054.1	Speed 1
2.81333	0.0532	5057.2	Speed 1
2.815	0.0532	5060.1	Speed 1
2.81667	0.0532	5063.1	Speed 1
2.81833	0.0535	5066.1	Speed 1
2.82	0.0535	5069.1	Speed 1
2.82167	0.0535	5072.1	Speed 1
2.82333	0.0535	5075.2	Speed 1
2.825	0.0535	5078	Speed 1
2.82667	0.0535	5081	Speed 1
2.82833	0.0535	5084	Speed 1
2.83	0.0535	5087.3	Speed 1
2.83167	0.0535	5090.2	Speed 1
2.83333	0.0535	5093	Speed 1
2.835	0.0535	5096	Speed 1
2.83667	0.0537	5099	Speed 1
2.83833	0.0537	5102	Speed 1
2.84	0.0537	5105.1	Speed 1
2.84167	0.0537	5108.2	Speed 1
2.84333	0.0537	5111.2	Speed 1
2.845	0.0537	5114.3	Speed 1
2.84667	0.0537	5117.2	Speed 1
2.84833	0.0537	5120	Speed 1
2.85	0.0537	5123	Speed 1
2.85167	0.0537	5126.1	Speed 1
2.85333	0.0537	5129.1	Speed 1
2.855	0.0537	5132	Speed 1
2.85667	0.0537	5135.1	Speed 1
2.85833	0.0537	5138.2	Speed 1
2.86	0.054	5141.3	Speed 1
2.86167	0.054	5144.1	Speed 1
2.86333	0.054	5146.8	Speed 1
2.865	0.054	5149.9	Speed 1
2.86667	0.054	5152.8	Speed 1
2.86833	0.054	5155.7	Speed 1
2.87	0.054	5158.7	Speed 1
2.87167	0.054	5162	Speed 1
2.87333	0.054	5165	Speed 1
2.875	0.054	5168.1	Speed 1
2.87667	0.054	5170.9	Speed 1
2.87833	0.054	5174	Speed 1
2.88	0.0543	5177.1	Speed 1
2.88167	0.0543	5180.3	Speed 1
2.88333	0.0543	5183.3	Speed 1
2.885	0.0543	5186.1	Speed 1
2.88667	0.0543	5189.1	Speed 1
2.88833	0.0543	5192.1	Speed 1
2.89	0.0543	5195	Speed 1
2.89167	0.0543	5198.2	Speed 1
2.89333	0.0543	5201.3	Speed 1
2.895	0.0543	5204.2	Speed 1
2.89667	0.0543	5207.4	Speed 1
2.89833	0.0543	5210.3	Speed 1
2.9	0.0543	5213.3	Speed 1
2.90167	0.0545	5216.4	Speed 1
2.90333	0.0545	5219.5	Speed 1
2.905	0.0545	5222.4	Speed 1
2.90667	0.0545	5225.2	Speed 1
2.90833	0.0545	5228.3	Speed 1
2.91	0.0545	5231.2	Speed 1
2.91167	0.0545	5234.1	Speed 1
2.91333	0.0545	5236.8	Speed 1
2.915	0.0545	5239.7	Speed 1
2.91667	0.0545	5242.8	Speed 1
2.91833	0.0545	5245.7	Speed 1
2.92	0.0545	5248.8	Speed 1
2.92167	0.0545	5251.9	Speed 1
2.92333	0.0548	5255	Speed 1
2.925	0.0548	5258.2	Speed 1
2.92667	0.0548	5261.2	Speed 1
2.92833	0.0548	5264.1	Speed 1
2.93	0.0548	5267	Speed 1
2.93167	0.0548	5270	Speed 1
2.93333	0.0548	5273	Speed 1
2.935	0.0548	5276	Speed 1
2.93667	0.0548	5279.1	Speed 1
2.93833	0.0548	5282	Speed 1
2.94	0.0548	5285	Speed 1
2.94167	0.0548	5287.9	Speed 1
2.94333	0.0548	5290.8	Speed 1
2.945	0.0548	5294	Speed 1
2.94667	0.055	5296.9	Speed 1
2.94833	0.055	5300	Speed 1
2.95	0.055	5303	Speed 1
2.95167	0.055	5306.1	Speed 1
2.95333	0.055	5309	Speed 1
2.955	0.055	5312.2	Speed 1
2.95667	0.055	5315.3	Speed 1
2.95833	0.055	5318.3	Speed 1
2.96	0.055	5321.3	Speed 1
2.96167	0.055	5324.3	Speed 1
2.96333	0.055	5327	Speed 1
2.965	0.055	5330.1	Speed 1
2.96667	0.0552	5333.4	Speed 1
2.96833	0.0552	5336.2	Speed 1
2.97	0.0552	5339.4	Speed 1
2.97167	0.0552	5342.2	Speed 1
2.97333	0.0552	5345.1	Speed 1
2.975	0.0552	5348	Speed 1
2.97667	0.0552	5351.1	Speed 1
2.97833	0.0552	5354.2	Speed 1
2.98	0.0552	5357.2	Speed 1
2.98167	0.0552	5360.2	Speed 1
2.98333	0.0552	5363.1	Speed 1
2.985	0.0552	5366.1	Speed 1
2.98667	0.0552	5369	Speed 1
2.98833	0.0552	5372	Speed 1
2.99	0.0552	5375.2	Speed 1
2.99167	0.0555	5378.2	Speed 1
2.99333	0.0555	5381.2	Speed 1
2.995	0.0555	5384.1	Speed 1
2.99667	0.0555	5387.2	Speed 1
2.99833	0.0555	5390.3	Speed 1
3	0.0555	5393.2	Speed 1
3.00167	0.0555	5396.2	Speed 1
3.00333	0.0555	5399.2	Speed 1
3.005	0.0555	5402.2	Speed 1
3.00667	0.0555	5405.2	Speed 1
3.00833	0.0555	5408.3	Speed 1
3.01	0.0555	5411.2	Speed 1
3.01167	0.0555	5414	Speed 1
3.01333	0.0557	5417.1	Speed 1
3.015	0.0557	5420.1	Speed 1
3.01667	0.0557	5423.1	Speed 1
3.01833	0.0557	5426	Speed 1
3.02	0.0557	5429	Speed 1
3.02167	0.0557	5432.2	Speed 1
3.02333	0.0557	5435.1	Speed 1
3.025	0.0557	5437.8	Speed 1
3.02667	0.0557	5440.9	Speed 1
3.02833	0.0557	5444	Speed 1
3.03	0.0557	5447.1	Speed 1
3.03167	0.0557	5450.1	Speed 1
3.03333	0.0557	5452.9	Speed 1
3.035	0.0557	5456	Speed 1
3.03667	0.0557	5459.2	Speed 1
3.03833	0.056	5462.1	Speed 1
3.04	0.056	5465.1	Speed 1
3.04167	0.056	5468.2	Speed 1
3.04333	0.056	5471.2	Speed 1
3.045	0.056	5474.1	Speed 1
3.04667	0.056	5477.1	Speed 1
3.04833	0.056	5480	Speed 1
3.05	0.056	5483	Speed 1
3.05167	0.056	5485.8	Speed 1
3.05333	0.056	5488.9	Speed 1
3.055	0.056	5491.9	Speed 1
3.05667	0.056	5495.1	Speed 1
3.05833	0.056	5498.2	Speed 1
3.06	0.0562	5501.1	Speed 1
3.06167	0.0562	5504.3	Speed 1
3.06333	0.0562	5507.2	Speed 1
3.065	0.0562	5510.1	Speed 1
3.06667	0.0562	5513.1	Speed 1
3.06833	0.0562	5516.1	Speed 1
3.07	0.0562	5519.2	Speed 1
3.07167	0.0562	5522.2	Speed 1
3.07333	0.0562	5525.3	Speed 1
3.075	0.0562	5528.1	Speed 1
3.07667	0.0562	5531.1	Speed 1
3.07833	0.0562	5534.2	Speed 1
3.08	0.0562	5537.3	Speed 1
3.08167	0.0562	5540.5	Speed 1
3.08333	0.0562	5543.5	Speed 1
3.085	0.0565	5546.3	Speed 1
3.08667	0.0565	5549.1	Speed 1
3.08833	0.0565	5552.3	Speed 1
3.09	0.0565	5555.1	Speed 1
3.09167	0.0565	5557.9	Speed 1
3.09333	0.0565	5560.9	Speed 1
3.095	0.0565	5564.1	Speed 1
3.09667	0.0565	5567.2	Speed 1
3.09833	0.0565	5570.1	Speed 1
3.1	0.0565	5573.1	Speed 1
3.10167	0.0565	5576.1	Speed 1
3.10333	0.0565	5579.1	Speed 1
3.105	0.0565	5582.1	Speed 1
3.10667	0.0568	5585.2	Speed 1
3.10833	0.0568	5588	Speed 1
3.11	0.0568	5590.8	Speed 1
3.11167	0.0568	5593.9	Speed 1
3.11333	0.0568	5596.8	Speed 1
3.115	0.0568	5599.9	Speed 1
3.11667	0.0568	5602.9	Speed 1
3.11833	0.0568	5606.1	Speed 1
3.12	0.0568	5609	Speed 1
3.12167	0.0568	5611.9	Speed 1
3.12333	0.0568	5614.9	Speed 1
3.125	0.0568	5618	Speed 1
3.12667	0.0568	5621	Speed 1
3.12833	0.0568	5623.9	Speed 1
3.13	0.0568	5627.1	Speed 1
3.13167	0.0568	5630.1	Speed 1
3.13333	0.057	5633.2	Speed 1
3.135	0.057	5636.1	Speed 1
3.13667	0.057	5639.2	Speed 1
3.13833	0.057	5642.2	Speed 1
3.14	0.057	5645.1	Speed 1
3.14167	0.057	5648.2	Speed 1
3.14333	0.057	5651.2	Speed 1
3.145	0.057	5654.2	Speed 1
3.14667	0.057	5657.1	Speed 1
3.14833	0.057	5660.1	Speed 1
3.15	0.057	5663.3	Speed 1
3.15167	0.057	5666.5	Speed 1
3.15333	0.057	5669.1	Speed 1
3.155	0.057	5672.2	Speed 1
3.15667	0.0572	5675.1	Speed 1
3.15833	0.0572	5678.2	Speed 1
3.16	0.0572	5680.9	Speed 1
3.16167	0.0572	5683.9	Speed 1
3.16333	0.0572	5686.9	Speed 1
3.165	0.0572	5689.8	Speed 1
3.16667	0.0572	5692.9	Speed 1
3.16833	0.0572	5695.9	Speed 1
3.17	0.0572	5699	Speed 1
3.17167	0.0572	5701.9	Speed 1
3.17333	0.0572	5705.2	Speed 1
3.175	0.0572	5708.3	Speed 1
3.17667	0.0572	5711.3	Speed 1
3.17833	0.0572	5714.3	Speed 1
3.18	0.0572	5717.4	Speed 1
3.18167	0.0575	5720.2	Speed 1
3.18333	0.0575	5723	Speed 1
3.185	0.0575	5726	Speed 1
3.18667	0.0575	5729.2	Speed 1
3.18833	0.0575	5732	Speed 1
3.19	0.0575	5735.1	Speed 1
3.19167	0.0575	5738.1	Speed 1
3.19333	0.0575	5740.9	Speed 1
3.195	0.0575	5744	Speed 1
3.19667	0.0575	5747.1	Speed 1
3.19833	0.0575	5750	Speed 1
3.2	0.0575	5753.1	Speed 1
3.20167	0.0575	5756	Speed 1
3.20333	0.0575	5758.9	Speed 1
3.205	0.0575	5762.1	Speed 1
3.20667	0.0578	5765	Speed 1
3.20833	0.0578	5767.9	Speed 1
3.21	0.0578	5770.8	Speed 1
3.21167	0.0578	5774	Speed 1
3.21333	0.0578	5777	Speed 1
3.215	0.0578	5780.1	Speed 1
3.21667	0.0578	5782.9	Speed 1
3.21833	0.0578	5786.2	Speed 1
3.22	0.0578	5789	Speed 1
3.22167	0.0578	5792.1	Speed 1
3.22333	0.0578	5795.1	Speed 1
3.225	0.0578	5798	Speed 1
3.22667	0.0578	5800.9	Speed 1
3.22833	0.0578	5804.1	Speed 1
3.23	0.0578	5807.2	Speed 1
3.23167	0.058	5810	Speed 1
3.23333	0.058	5812.8	Speed 1
3.235	0.058	5815.8	Speed 1
3.23667	0.058	5818.9	Speed 1
3.23833	0.058	5822	Speed 1
3.24	0.058	5824.9	Speed 1
3.24167	0.058	5827.9	Speed 1
3.24333	0.058	5831.1	Speed 1
3.245	0.058	5834	Speed 1
3.24667	0.058	5837	Speed 1
3.24833	0.058	5840	Speed 1
3.25	0.058	5842.9	Speed 1
3.25167	0.058	5846.1	Speed 1
3.25333	0.058	5849.5	Speed 1
3.255	0.0582	5852.4	Speed 1
3.25667	0.0582	5855	Speed 1
3.25833	0.0582	5857.9	Speed 1
3.26	0.0582	5861.1	Speed 1
3.26167	0.0582	5864.2	Speed 1
3.26333	0.0582	5866.9	Speed 1
3.265	0.0582	5870	Speed 1
3.26667	0.0582	5873.2	Speed 1
3.26833	0.0582	5876.2	Speed 1
3.27	0.0582	5879.3	Speed 1
3.27167	0.0582	5882.3	Speed 1
3.27333	0.0582	5885.3	Speed 1
3.275	0.0582	5888.3	Speed 1
3.27667	0.0582	5891.1	Speed 1
3.27833	0.0582	5894.1	Speed 1
3.28	0.0585	5897	Speed 1
3.28167	0.0585	5900.1	Speed 1
3.28333	0.0585	5903	Speed 1
3.285	0.0585	5906	Speed 1
3.28667	0.0585	5909.2	Speed 1
3.28833	0.0585	5912	Speed 1
3.29	0.0585	5914.9	Speed 1
3.29167	0.0585	5917.9	Speed 1
3.29333	0.0585	5921	Speed 1
3.295	0.0585	5923.9	Speed 1
3.29667	0.0585	5927	Speed 1
3.29833	0.0585	5930.2	Speed 1
3.3	0.0585	5933.2	Speed 1
3.30167	0.0585	5936.1	Speed 1
3.30333	0.0585	5939.3	Speed 1
3.305	0.0587	5942.1	Speed 1
3.30667	0.0587	5945	Speed 1
3.30833	0.0587	5947.9	Speed 1
3.31	0.0587	5950.9	Speed 1
3.31167	0.0587	5953.8	Speed 1
3.31333	0.0587	5956.9	Speed 1
3.315	0.0587	5960.1	Speed 1
3.31667	0.0587	5963	Speed 1
3.31833	0.0587	5966.1	Speed 1
3.32	0.0587	5969.1	Speed 1
3.32167	0.0587	5972	Speed 1
3.32333	0.0587	5975.2	Speed 1
3.325	0.0587	5978.2	Speed 1
3.32667	0.0587	5980.9	Speed 1
3.32833	0.0587	5984.1	Speed 1
3.33	0.0587	5987.3	Speed 1
3.33167	0.059	5990	Speed 1
3.33333	0.059	5992.9	Speed 1
3.335	0.059	5996	Speed 1
3.33667	0.059	5999.3	Speed 1
3.33833	0.059	6002	Speed 1
3.34	0.059	6005.1	Speed 1
3.34167	0.059	6008.1	Speed 1
3.34333	0.059	6011.3	Speed 1
3.345	0.059	6014.4	Speed 1
3.34667	0.059	6017.4	Speed 1
3.34833	0.059	6020.4	Speed 1
3.35	0.059	6023.2	Speed 1
3.35167	0.059	6026.1	Speed 1
3.35333	0.059	6029	Speed 1
